HBA1C	FPG	PBG	FINS	HOMA.B	HOMA.IR	TG	TC	LDLC	HDLC	FFA	ALT	AST	TBIL	BUN	EGFR	SCR	UCR	UMA	UMACRR	CKMB	HSCRP	HB	PLT	HCT	RBC	WBC	BMI	WACC	WEIGHT	DBP	SBP	Age	Sex	Dose	exRNA000003	exRNA000004	exRNA000005	exRNA000008	exRNA000009	exRNA000015	exRNA000016	exRNA000017	exRNA000027	exRNA000028	exRNA000029	exRNA000035	exRNA000036	exRNA000040	exRNA000042	exRNA000043	exRNA000044	exRNA000047	exRNA000050	exRNA000053	exRNA000056	exRNA000058	exRNA000059	exRNA000060	exRNA000061	exRNA000066	exRNA000067	exRNA000077	exRNA000084	exRNA000089	exRNA000091	exRNA000097	exRNA000098	exRNA000110	exRNA000130	exRNA000139	exRNA000145	exRNA000161	exRNA000164	exRNA000165	exRNA000172	exRNA000173	exRNA000183	exRNA000211	exRNA000226	exRNA000250	exRNA000251	exRNA000290	exRNA000311	exRNA000312	exRNA000317	exRNA000326	exRNA000344	exRNA000348	exRNA000394	exRNA000408	exRNA000561	exRNA000565	exRNA000673	exRNA000760	exRNA000822	exRNA000841
0.0	-0.012505423	0.073108815	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	-0.39669612	-0.41010895	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	-0.39669612	-0.41010895	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	0.050018754	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.29009795	0.36965922	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.07694427	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	0.19462897	0.36965922	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.19540384	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	-0.41010895	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	0.25847962	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	0.050018754	0.03345371	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.29009795	0.17949533	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.29009795	0.36965922	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	0.065819755	0.073108815	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.07694427	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	-0.02227088	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	0.050018754	-0.05580412	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	-0.38767856	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	0.073108815	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	0.25847962	0.0	0.0	0.0	0.0	-0.07694427	0.0	0.0	0.0	0.0	0.0	0.050018754	-0.05580412	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	-0.39669612	-0.02227088	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	0.050018754	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	-0.38767856	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	0.073108815	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	0.050018754	-0.05580412	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.065819755	0.073108815	0.0	-0.07195092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	-0.41010895	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	-0.07953506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	-0.41010895	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.29009795	0.073108815	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	0.050018754	0.03345371	0.0	0.0	-0.025748856	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	-0.012505423	0.073108815	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	-0.38767856	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	-0.39669612	-0.41010895	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	-0.1891539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.19462897	0.073108815	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	0.050018754	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	0.29009795	0.36965922	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.07694427	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	-0.38767856	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	-0.39669612	0.073108815	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.19540384	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.012505423	0.17949533	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	0.25847962	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	0.36965922	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	0.25847962	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.19462897	-0.02227088	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04943127	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	0.2838569	0.0	0.0	0.0	0.0	0.0	0.050018754	0.03345371	0.0	0.0	-0.1274195	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	0.016120028	-0.07953506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	-0.39669612	-0.41010895	0.0	-0.3445896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	0.25847962	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	0.050018754	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	-0.38767856	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.19462897	0.073108815	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	-0.012505423	0.073108815	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.07694427	0.0	0.0	0.0	0.0	0.0	-0.021996915	0.03345371	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02262412	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	0.03356129	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	0.016120028	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
0.0	0.19462897	0.17949533	0.0	0.4460389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	0.25847962	0.0	0.0	0.0	0.0	0.19540384	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	-0.046090826	0.0	0.0	0.0	0.0	0.0	0.0	0.03664048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	0.020877851	0.0	0.0	0.0	-0.38767856	0.0	-0.06963344	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.116427064	0.0	0.0	0.0
0.0	0.29009795	0.073108815	0.0	-0.25292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029218867	0.0	0.0	0.0	0.0	0.0	-0.08342552	0.0	0.0	0.0	0.0	-0.16607776	0.0	0.0	0.0	0.0	0.0	-0.021996915	-0.05580412	0.0	0.0	0.05060344	0.0	0.0	0.0	0.0	0.0	0.0	0.025641423	0.0	0.0	0.0	0.0	0.0	0.0	-0.031641047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06279127	0.0	0.0	0.0	-0.079741254	0.0	0.0	0.0	-0.38767856	0.0	0.11185777	0.0	0.0	0.0	0.0	0.0	-0.067618325	0.031074591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23169231	0.0	0.0	0.0
